District,Event,Circle,Police Station,Caller Source,Event Type,Event Sub-Type,Create Date/Time,Latitude,Longitude
LUCKNOW,P23042112010,C1,PS1,PHONE,Dispute,Money Transactions Dispute,23/04/2021 21:03:00,26.843,81.013
LUCKNOW,P24042101782,C1,PS1,PHONE,Gambling,Play Cards,24/04/2021 07:24:00,26.829,81.006
LUCKNOW,P24042101973,C1,PS1,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Women,24/04/2021 07:43:00,26.839,81.026
LUCKNOW,P24042106339,C1,PS1,PHONE,Corona,Help For Other,24/04/2021 13:36:00,26.839,81.026
LUCKNOW,P24042108246,C1,PS1,PHONE,Dispute,Money Transactions Dispute,24/04/2021 16:41:00,26.839,81.028
LUCKNOW,P25042100394,C1,PS1,PHONE,Dispute,Other Dispute,25/04/2021 00:45:00,26.839,81.026
LUCKNOW,P25042102778,C1,PS1,PHONE,Found Deadbody,Male Dead Body,25/04/2021 09:08:00,26.847,81.039
LUCKNOW,P25042103658,C1,PS1,PHONE,Corona,Gathering Vegetable Market,25/04/2021 10:17:00,26.839,81.000
LUCKNOW,P26042101218,C1,PS1,PHONE,Threat In Person,Threatening To Kill,26/04/2021 01:20:00,26.837,81.008
LUCKNOW,P26042103109,C1,PS1,PHONE,Suspicious Object Information,Information About Suspicious Object In Building/Campus/Location,26/04/2021 07:33:00,26.835,81.040
LUCKNOW,P26042106670,C1,PS1,PHONE,Threat On Phone Email Social Media,Attack,26/04/2021 12:18:00,26.834,81.011
LUCKNOW,P26042108513,C1,PS1,PHONE,Dacoity,House,26/04/2021 14:38:00,26.828,81.002
LUCKNOW,P26042108611,C1,PS1,WhatsApp,Threat In Person,Threatening To Kill,26/04/2021 14:47:00,26.834,81.006
LUCKNOW,P26042116018,C1,PS1,PHONE,Theft,Two Wheeler Vehicle,26/04/2021 22:06:00,26.839,81.026
LUCKNOW,P27042103078,C1,PS1,PHONE,Domestic Violence,Beating Senior Citizen,27/04/2021 08:33:00,26.837,81.020
LUCKNOW,P27042103349,C1,PS1,PHONE,Threat In Person,Attack,27/04/2021 08:58:00,26.839,81.026
LUCKNOW,P27042103485,C1,PS1,PHONE,Dispute,Money Transactions Dispute,27/04/2021 09:08:00,26.841,81.022
LUCKNOW,P27042106865,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,27/04/2021 13:20:00,26.842,81.037
LUCKNOW,P27042108219,C1,PS1,PHONE,Theft,Four Wheeler Vehicle,27/04/2021 15:15:00,26.839,81.020
LUCKNOW,P27042110733,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,27/04/2021 18:23:00,26.833,81.022
LUCKNOW,P27042110893,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,27/04/2021 18:33:00,26.833,81.022
LUCKNOW,P27042113099,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,27/04/2021 20:38:00,26.842,81.063
LUCKNOW,P27042114665,C1,PS1,PHONE,Dispute,Other Dispute,27/04/2021 21:44:00,26.827,81.055
LUCKNOW,P27042115304,C1,PS1,PHONE,Dispute,Other Dispute,27/04/2021 22:12:00,26.830,81.015
LUCKNOW,P28042106929,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,28/04/2021 13:36:00,26.844,81.062
LUCKNOW,P28042106942,C1,PS1,PHONE,Information Against Police,Misbehavior By Prv,28/04/2021 13:37:00,26.846,81.060
LUCKNOW,P28042109194,C1,PS1,PHONE,Unknown,Unknown,28/04/2021 16:38:00,26.836,81.009
LUCKNOW,P28042111055,C1,PS1,PHONE,Dispute,Money Transactions Dispute,28/04/2021 18:47:00,26.825,81.026
LUCKNOW,P28042112331,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,28/04/2021 20:10:00,26.835,81.028
LUCKNOW,P28042116293,C1,PS1,PHONE,Threat In Person,Attack,28/04/2021 23:03:00,26.834,81.007
LUCKNOW,P29042102795,C1,PS1,PHONE,Theft,Two Wheeler Vehicle,29/04/2021 04:32:00,26.833,81.019
LUCKNOW,P29042103554,C1,PS1,PHONE,Found Deadbody,Male Dead Body,29/04/2021 07:10:00,26.833,81.004
LUCKNOW,P29042118272,C1,PS1,PHONE,Attempted Murder,Beaten With Lathi/Stick,29/04/2021 22:49:00,26.833,81.024
LUCKNOW,P30042104305,C1,PS1,PHONE,Dispute,Money Transactions Dispute,30/04/2021 10:44:00,26.839,81.027
LUCKNOW,P30042109046,C1,PS1,PHONE,Theft,Four Wheeler Vehicle,30/04/2021 17:13:00,26.835,81.022
LUCKNOW,P30042110146,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,30/04/2021 18:34:00,26.828,81.024
LUCKNOW,P30042113632,C1,PS1,PHONE,Threat In Person,Threatening To Kill,30/04/2021 21:32:00,26.825,81.012
LUCKNOW,P30042114378,C1,PS1,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Men,30/04/2021 22:00:00,26.826,81.014
LUCKNOW,P30042116434,C1,PS1,PHONE,Suspicious Person Information,Information About Suspicious Person In Building/Campus/Place,30/04/2021 23:26:00,26.838,81.061
LUCKNOW,P01052101755,C1,PS1,PHONE,Theft,Two Wheeler Vehicle,01/05/2021 06:00:32,26.832,81.019
LUCKNOW,P01052106101,C1,PS1,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Men,01/05/2021 12:12:30,26.833,81.019
LUCKNOW,P01052106331,C1,PS1,PHONE,Domestic Violence,Beat Children By Familymembers,01/05/2021 12:29:35,26.849,81.039
LUCKNOW,P01052107114,C1,PS1,PHONE,Dispute,Sewer Dispute,01/05/2021 13:38:44,26.834,81.011
LUCKNOW,P01052107503,C1,PS1,PHONE,Dispute,Other Dispute,01/05/2021 14:15:12,26.844,81.062
LUCKNOW,P01052107624,C1,PS1,PHONE,Domestic Violence,Other Kind Torturing To Senior Citizen,01/05/2021 14:25:02,26.841,81.002
LUCKNOW,P01052109081,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,01/05/2021 16:34:18,26.833,81.017
LUCKNOW,P01052111385,C1,PS1,PHONE,Dispute,Dispute In Hospital,01/05/2021 19:19:57,26.821,81.012
LUCKNOW,P01052112057,C1,PS1,PHONE,Threat In Person,Threatening To Kill,01/05/2021 20:11:17,26.832,81.010
LUCKNOW,P01052112310,C1,PS1,PHONE,Dispute,Dispute Between Ride And Driver,01/05/2021 20:28:40,26.838,81.001
LUCKNOW,P01052112820,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,01/05/2021 20:59:45,26.849,81.039
LUCKNOW,P01052114325,C1,PS1,PHONE,Female Sexual Harrassment,Attempted Rape In Building Or Campus,01/05/2021 22:35:33,26.839,81.026
LUCKNOW,P02052100719,C1,PS1,PHONE,Illegal Mining,Illegal Mining Land,02/05/2021 03:36:53,26.818,81.015
LUCKNOW,P02052101439,C1,PS1,PHONE,Theft,Two Wheeler Vehicle,02/05/2021 07:20:11,26.831,81.022
LUCKNOW,P02052112721,C1,PS1,PHONE,Unknown,Unknown,02/05/2021 22:35:11,26.834,81.011
LUCKNOW,P03052102696,C1,PS1,PHONE,Forgery,Forged Signature,03/05/2021 08:36:35,26.846,81.020
LUCKNOW,P03052102758,C1,PS1,PHONE,Unknown,Unknown,03/05/2021 08:41:09,26.834,81.011
LUCKNOW,P03052109584,C1,PS1,PHONE,Dispute,Other Dispute,03/05/2021 16:56:08,26.838,81.009
LUCKNOW,P03052111308,C1,PS1,TWITTER,Corona,Gathering On Street Park,03/05/2021 18:48:47,26.839,81.026
LUCKNOW,P03052113907,C1,PS1,PHONE,Attempted Murder,Beaten With Lathi/Stick,03/05/2021 21:04:06,26.825,81.044
LUCKNOW,P03052115296,C1,PS1,PHONE,Missing,Women,03/05/2021 22:10:17,26.854,81.042
LUCKNOW,P04052102476,C1,PS1,PHONE,Corona,Gathering Crowd Market,04/05/2021 08:40:53,26.840,81.025
LUCKNOW,P04052114046,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,04/05/2021 21:24:51,26.835,81.014
LUCKNOW,P04052114843,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,04/05/2021 22:10:37,26.835,81.014
LUCKNOW,P05052106509,C1,PS1,PHONE,Found Deadbody,Male Dead Body,05/05/2021 13:19:11,26.835,81.008
LUCKNOW,P05052112272,C1,PS1,PHONE,Dispute,Money Transactions Dispute,05/05/2021 20:46:08,26.825,81.013
LUCKNOW,P05052114405,C1,PS1,PHONE,Dispute,Other Dispute,05/05/2021 23:33:25,26.824,81.014
LUCKNOW,P06052100340,C1,PS1,PHONE,Dispute,Dispute In Hospital,06/05/2021 01:49:16,26.848,81.028
LUCKNOW,P06052100430,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,06/05/2021 02:43:33,26.850,81.046
LUCKNOW,P06052102899,C1,PS1,PHONE,Dispute,Other Dispute,06/05/2021 09:25:55,26.834,81.006
LUCKNOW,P06052108749,C1,PS1,PHONE,Corona,Open School/Coaching Institution/College/Office,06/05/2021 17:05:42,26.846,81.020
LUCKNOW,P06052109887,C1,PS1,PHONE,Unknown,Unknown,06/05/2021 18:34:29,26.839,81.000
LUCKNOW,P06052110696,C1,PS1,PHONE,Dispute,Other Dispute,06/05/2021 19:37:24,26.836,81.026
LUCKNOW,P06052111472,C1,PS1,PHONE,Robbery,On Road,06/05/2021 20:37:39,26.846,81.022
LUCKNOW,P07052103582,C1,PS1,PHONE,Dispute,Money Transactions Dispute,07/05/2021 10:47:53,26.834,81.011
LUCKNOW,P07052106114,C1,PS1,PHONE,Threat In Person,Threatening To Kill,07/05/2021 14:26:58,26.838,81.008
LUCKNOW,P07052106187,C1,PS1,PHONE,Dispute,Other Dispute,07/05/2021 14:35:16,26.839,81.028
LUCKNOW,P07052106199,C1,PS1,PHONE,Information Against Police,Demand For Money By Ps Station Incharge,07/05/2021 14:36:34,26.839,81.026
LUCKNOW,P07052107446,C1,PS1,PHONE,Pollution,Sound Pollution,07/05/2021 16:43:40,26.846,81.022
LUCKNOW,P07052107741,C1,PS1,PHONE,Pollution,Pollution From Industry,07/05/2021 17:10:31,26.839,81.026
LUCKNOW,P07052107831,C1,PS1,PHONE,Corona,Gathering Crowd Market,07/05/2021 17:18:26,26.838,81.000
LUCKNOW,P08052109874,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,08/05/2021 19:39:29,26.833,81.036
LUCKNOW,P08052110441,C1,PS1,PHONE,Theft,Other Location,08/05/2021 20:26:49,26.835,81.008
LUCKNOW,P09052101639,C1,PS1,PHONE,Corona,Help For Other,09/05/2021 07:42:46,26.834,81.011
LUCKNOW,P09052106587,C1,PS1,PHONE,Missing,Mobile,09/05/2021 14:20:56,26.839,81.055
LUCKNOW,P09052110407,C1,PS1,PHONE,Corona,Open School/Coaching Institution/College/Office,09/05/2021 19:54:41,26.842,81.027
LUCKNOW,P10052107772,C1,PS1,PHONE,Dispute,Other Dispute,10/05/2021 16:19:41,26.839,81.027
LUCKNOW,P10052109424,C1,PS1,PHONE,Gambling,Betting,10/05/2021 18:25:26,26.825,81.015
LUCKNOW,P10052110370,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,10/05/2021 19:35:47,26.850,81.051
LUCKNOW,P11052109474,C1,PS1,PHONE,Threat In Person,Threatening To Kill,11/05/2021 17:22:17,26.826,81.044
LUCKNOW,P12052115000,C1,PS1,PHONE,Unknown,Unknown,12/05/2021 21:18:17,26.846,81.061
LUCKNOW,P13052100761,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,13/05/2021 05:16:28,26.851,81.049
LUCKNOW,P13052101645,C1,PS1,PHONE,Dispute,Other Dispute,13/05/2021 07:29:14,26.840,81.025
LUCKNOW,P13052105862,C1,PS1,PHONE,Dispute,Other Dispute,13/05/2021 12:13:21,26.839,81.026
LUCKNOW,P13052108233,C1,PS1,PHONE,Gambling,Play Cards,13/05/2021 14:50:42,26.825,81.013
LUCKNOW,P13052110600,C1,PS1,PHONE,Dispute,Money Transactions Dispute,13/05/2021 17:10:53,26.839,81.026
LUCKNOW,P13052112273,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,13/05/2021 18:37:51,26.852,81.042
LUCKNOW,P13052113226,C1,PS1,PHONE,Theft,Two Wheeler Vehicle,13/05/2021 19:27:47,26.844,81.011
LUCKNOW,P13052116176,C1,PS1,PHONE,Unknown,Unknown,13/05/2021 21:33:09,26.836,81.012
LUCKNOW,P13052117271,C1,PS1,PHONE,Dispute,Money Transactions Dispute,13/05/2021 22:14:10,26.835,81.014
LUCKNOW,P14052101092,C1,PS1,PHONE,Suspicious Person Information,Information About Suspicious Person In Building/Campus/Place,14/05/2021 02:53:27,26.828,81.038
LUCKNOW,P14052102607,C1,PS1,PHONE,Threat In Person,Attack,14/05/2021 07:54:43,26.834,81.011
LUCKNOW,P14052107244,C1,PS1,PHONE,Unknown,Unknown,14/05/2021 13:16:58,26.838,81.030
LUCKNOW,P14052107252,C1,PS1,PHONE,Female Harrassment,Insult,14/05/2021 13:17:48,26.836,81.016
LUCKNOW,P14052108079,C1,PS1,PHONE,Dispute,Money Transactions Dispute,14/05/2021 14:10:53,26.852,81.040
LUCKNOW,P14052109384,C1,PS1,PHONE,Dispute,Money Transactions Dispute,14/05/2021 15:32:43,26.833,81.021
LUCKNOW,P14052110428,C1,PS1,PHONE,Dispute,Money Transactions Dispute,14/05/2021 16:30:22,26.837,81.024
LUCKNOW,P14052110439,C1,PS1,PHONE,Gambling,Betting,14/05/2021 16:31:04,26.826,81.011
LUCKNOW,P14052111449,C1,PS1,PHONE,Threat In Person,Attack,14/05/2021 17:28:27,26.838,81.011
LUCKNOW,P14052117247,C1,PS1,PHONE,Kidnap,Child Kidnap,14/05/2021 21:44:01,26.827,81.042
LUCKNOW,P14052117640,C1,PS1,PHONE,Animals Related,Found Injured Animal,14/05/2021 21:58:20,26.823,81.027
LUCKNOW,P14052118612,C1,PS1,PHONE,Dispute,Money Transactions Dispute,14/05/2021 22:33:16,26.834,81.008
LUCKNOW,P14052118693,C1,PS1,PHONE,Theft,Two Wheeler Vehicle,14/05/2021 22:36:21,26.826,81.017
LUCKNOW,P14052119031,C1,PS1,PHONE,Animals Related,Found Injured Animal,14/05/2021 22:51:09,26.825,81.026
LUCKNOW,P15052107515,C1,PS1,PHONE,Theft,Other Location,15/05/2021 13:35:31,26.835,81.008
LUCKNOW,P15052110659,C1,PS1,PHONE,Information Against Police,Misbehavior By Ps Incharge,15/05/2021 16:50:26,26.844,81.041
LUCKNOW,P15052110682,C1,PS1,PHONE,Dispute,Other Dispute,15/05/2021 16:51:38,26.844,81.042
LUCKNOW,P15052114114,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,15/05/2021 19:38:06,26.839,81.018
LUCKNOW,P15052118608,C1,PS1,PHONE,Gambling,Play Cards,15/05/2021 22:29:17,26.843,81.033
LUCKNOW,P15052119956,C1,PS1,PHONE,Crime On Phone Mobile Social Media Internet,Obscene Message / Picture Post Of Women,15/05/2021 23:39:26,26.829,81.004
LUCKNOW,P15052120015,C1,PS1,PHONE,Animals Related,Found Injured Animal,15/05/2021 23:44:35,26.836,81.008
LUCKNOW,P16052101107,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,16/05/2021 05:01:42,26.841,81.025
LUCKNOW,P16052102857,C1,PS1,PHONE,Dispute,Other Dispute,16/05/2021 08:15:24,26.839,81.026
LUCKNOW,P16052107950,C1,PS1,PHONE,Threat In Person,Threatening To Kill,16/05/2021 13:40:26,26.853,81.041
LUCKNOW,P16052110783,C1,PS1,PHONE,Gambling,Betting,16/05/2021 17:13:30,26.835,81.008
LUCKNOW,P16052111353,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,16/05/2021 17:57:13,26.840,81.028
LUCKNOW,P16052113400,C1,PS1,PHONE,Dispute,Other Dispute,16/05/2021 19:31:46,26.844,81.066
LUCKNOW,P16052114084,C1,PS1,PHONE,Excise Act Offenses,Iilegal Sale,16/05/2021 20:04:21,26.853,81.040
LUCKNOW,P16052114647,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,16/05/2021 20:27:47,26.829,81.053
LUCKNOW,P16052114786,C1,PS1,PHONE,Female Sexual Harrassment,Teasing On Public Place,16/05/2021 20:33:22,26.833,81.016
LUCKNOW,P17052102353,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,17/05/2021 07:44:07,26.825,81.015
LUCKNOW,P17052105345,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,17/05/2021 10:47:50,26.839,81.044
LUCKNOW,P17052106079,C1,PS1,PHONE,Domestic Violence,Domestic Violence Against Men Or Boy Or Seniormen,17/05/2021 11:35:29,26.843,81.047
LUCKNOW,P17052106159,C1,PS1,PHONE,Theft,Business Establishment,17/05/2021 11:39:13,26.838,81.008
LUCKNOW,P17052107656,C1,PS1,TWITTER,Corona,Public Gathering,17/05/2021 13:10:14,26.839,81.026
LUCKNOW,P17052109760,C1,PS1,PHONE,Property Disputes,Landlord And Tenant,17/05/2021 15:23:52,26.838,81.001
LUCKNOW,P17052110585,C1,PS1,PHONE,Dispute,Money Transactions Dispute,17/05/2021 16:11:09,26.835,81.008
LUCKNOW,P17052112089,C1,PS1,PHONE,Unknown,Unknown,17/05/2021 17:29:32,26.839,81.026
LUCKNOW,P17052113796,C1,PS1,PHONE,Found Deadbody,Male Dead Body,17/05/2021 18:53:13,26.823,81.013
LUCKNOW,P17052114017,C1,PS1,PHONE,Accident,Serious Road Accident,17/05/2021 19:03:53,26.826,81.005
LUCKNOW,P17052119089,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,17/05/2021 22:25:50,26.826,81.014
LUCKNOW,P17052120387,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,17/05/2021 23:50:43,26.828,81.014
LUCKNOW,P18052100123,C1,PS1,PHONE,Unknown,Unknown,18/05/2021 00:15:26,26.839,81.028
LUCKNOW,P18052107480,C1,PS1,PHONE,Corona,Gathering Crowd Market,18/05/2021 14:15:47,26.839,81.026
LUCKNOW,P18052111844,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,18/05/2021 18:36:06,26.837,81.010
LUCKNOW,P19052100116,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,19/05/2021 00:19:11,26.844,81.041
LUCKNOW,P19052100499,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,19/05/2021 02:03:37,26.825,81.012
LUCKNOW,P19052100921,C1,PS1,PHONE,Dispute,Other Dispute,19/05/2021 05:59:04,26.823,81.014
LUCKNOW,P19052107042,C1,PS1,PHONE,Corona,Open School/Coaching Institution/College/Office,19/05/2021 14:37:48,26.839,81.026
LUCKNOW,P19052107844,C1,PS1,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Men,19/05/2021 15:41:20,26.833,81.019
LUCKNOW,P19052109843,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,19/05/2021 17:50:44,26.839,81.028
LUCKNOW,P19052111791,C1,PS1,PHONE,Cyber Crimes,Illegally Transfer Money From Bank,19/05/2021 19:53:31,26.839,81.026
LUCKNOW,P19052113834,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,19/05/2021 22:01:22,26.829,81.053
LUCKNOW,P19052114124,C1,PS1,PHONE,Dispute,Other Dispute,19/05/2021 22:22:04,26.839,81.001
LUCKNOW,P20052102202,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,20/05/2021 08:54:11,26.837,81.021
LUCKNOW,P20052102226,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,20/05/2021 08:56:13,26.840,81.027
LUCKNOW,P20052102518,C1,PS1,PHONE,Corona,Open School/Coaching Institution/College/Office,20/05/2021 09:20:26,26.850,81.035
LUCKNOW,P20052105045,C1,PS1,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Women,20/05/2021 12:51:03,26.844,81.043
LUCKNOW,P20052106637,C1,PS1,PHONE,Dispute,Sewer Dispute,20/05/2021 15:03:25,26.840,81.025
LUCKNOW,P20052108041,C1,PS1,PHONE,Dispute,Other Dispute,20/05/2021 16:53:56,26.826,81.011
LUCKNOW,P20052108530,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,20/05/2021 17:29:37,26.842,81.033
LUCKNOW,P20052111935,C1,PS1,PHONE,Threat In Person,Threatening To Kill,20/05/2021 21:10:30,26.839,81.004
LUCKNOW,P20052113196,C1,PS1,PHONE,Threat In Person,Attack,20/05/2021 22:23:53,26.828,81.015
LUCKNOW,P21052100252,C1,PS1,PHONE,Dispute,Other Dispute,21/05/2021 00:48:38,26.824,81.014
LUCKNOW,P21052106674,C1,PS1,PHONE,Threat In Person,Threatening To Kill,21/05/2021 15:04:00,26.831,81.052
LUCKNOW,P21052109118,C1,PS1,PHONE,Missing,Women,21/05/2021 18:01:34,26.832,81.019
LUCKNOW,P21052110698,C1,PS1,PHONE,Corona,Gathering Crowd Market,21/05/2021 19:36:40,26.835,81.008
LUCKNOW,P21052111084,C1,PS1,PHONE,Unknown,Unknown,21/05/2021 19:58:07,26.849,81.054
LUCKNOW,P22052103722,C1,PS1,PHONE,Unknown,Unknown,22/05/2021 09:29:11,26.845,81.042
LUCKNOW,P22052103737,C1,PS1,PHONE,Dispute,Money Transactions Dispute,22/05/2021 09:30:08,26.843,81.024
LUCKNOW,P22052104521,C1,PS1,PHONE,Threat In Person,Threatening To Kill,22/05/2021 10:26:36,26.841,81.022
LUCKNOW,P22052106225,C1,PS1,PHONE,Dispute,Other Dispute,22/05/2021 12:33:34,26.835,81.008
LUCKNOW,P22052109907,C1,PS1,PHONE,Corona,Public Gathering,22/05/2021 17:12:37,26.842,81.027
LUCKNOW,P22052111417,C1,PS1,PHONE,Gambling,Play Cards,22/05/2021 18:46:07,26.839,81.003
LUCKNOW,P22052111852,C1,PS1,PHONE,Property Disputes,House Capture,22/05/2021 19:08:45,26.844,81.031
LUCKNOW,P22052112037,C1,PS1,PHONE,Unknown,Unknown,22/05/2021 19:18:40,26.842,81.000
LUCKNOW,P22052113216,C1,PS1,PHONE,Threat In Person,Kidnapping,22/05/2021 20:29:22,26.844,81.031
LUCKNOW,P22052114370,C1,PS1,PHONE,Missing,Mobile,22/05/2021 21:18:52,26.840,81.016
LUCKNOW,P22052116017,C1,PS1,PHONE,Kidnap,Men Kidnap,22/05/2021 22:30:37,26.841,81.014
LUCKNOW,P22052116125,C1,PS1,PHONE,Corona,Quarantine Violation,22/05/2021 22:35:30,26.826,81.025
LUCKNOW,P22052116145,C1,PS1,PHONE,Threat In Person,Threatening To Kill,22/05/2021 22:36:03,26.830,81.002
LUCKNOW,P22052116390,C1,PS1,PHONE,Dispute,Other Dispute,22/05/2021 22:47:55,26.826,81.011
LUCKNOW,P22052116564,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,22/05/2021 22:58:09,26.825,81.012
LUCKNOW,P23052101058,C1,PS1,PHONE,Missing,Women,23/05/2021 02:56:49,26.839,81.025
LUCKNOW,P23052106162,C1,PS1,PHONE,Animals Related,Other Animal Carcass,23/05/2021 12:20:58,26.825,81.015
LUCKNOW,P23052107565,C1,PS1,PHONE,Unknown,Unknown,23/05/2021 14:11:24,26.845,81.032
LUCKNOW,P23052109207,C1,PS1,PHONE,Female Sexual Harrassment,Teasing On Public Place,23/05/2021 16:15:35,26.837,81.015
LUCKNOW,P23052109551,C1,PS1,PHONE,Threat In Person,Threatening To Kill,23/05/2021 16:39:04,26.831,81.014
LUCKNOW,P23052109646,C1,PS1,PHONE,Dacoity,House,23/05/2021 16:45:42,26.841,81.022
LUCKNOW,P23052111698,C1,PS1,PHONE,Corona,Black Marketing Over Stocking,23/05/2021 18:56:57,26.849,81.054
LUCKNOW,P23052112995,C1,PS1,PHONE,Dispute,Other Dispute,23/05/2021 20:11:35,26.840,81.028
LUCKNOW,P23052115067,C1,PS1,PHONE,Dispute,Other Dispute,23/05/2021 21:38:04,26.850,81.035
LUCKNOW,P24052102948,C1,PS1,PHONE,Dispute,Other Dispute,24/05/2021 08:16:23,26.834,81.011
LUCKNOW,P24052103931,C1,PS1,PHONE,Theft,Residential Building,24/05/2021 09:23:20,26.839,81.026
LUCKNOW,P24052105676,C1,PS1,PHONE,Robbery,On Road,24/05/2021 11:31:32,26.824,81.013
LUCKNOW,P24052108615,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,24/05/2021 15:12:38,26.851,81.036
LUCKNOW,P24052109292,C1,PS1,PHONE,Property Disputes,Boundary Dispute,24/05/2021 16:04:39,26.839,81.017
LUCKNOW,P24052111311,C1,PS1,PHONE,Unclaimed Information,Unclaimed Men,24/05/2021 18:21:40,26.830,81.013
LUCKNOW,P24052111702,C1,PS1,PHONE,Corona,Sale Of Meat In Open,24/05/2021 18:43:22,26.834,81.011
LUCKNOW,P24052111897,C1,PS1,PHONE,Corona,Sale Of Meat In Open,24/05/2021 18:55:53,26.825,81.012
LUCKNOW,P24052112091,C1,PS1,TWITTER,Corona,Open School/Coaching Institution/College/Office,24/05/2021 19:08:00,26.835,81.008
LUCKNOW,P24052112658,C1,PS1,PHONE,Dispute,With Neighbor,24/05/2021 19:38:20,26.832,81.008
LUCKNOW,P25052102961,C1,PS1,PHONE,Property Disputes,Boundary Dispute,25/05/2021 07:52:49,26.839,81.018
LUCKNOW,P25052107701,C1,PS1,TWITTER,Corona,Open School/Coaching Institution/College/Office,25/05/2021 13:08:01,26.841,81.023
LUCKNOW,P25052116765,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,25/05/2021 21:38:39,26.835,81.014
LUCKNOW,P25052119461,C1,PS1,PHONE,Threat In Person,Attack,25/05/2021 23:37:23,26.849,81.033
LUCKNOW,P26052104193,C1,PS1,PHONE,Dispute,Money Transactions Dispute,26/05/2021 09:33:04,26.853,81.040
LUCKNOW,P26052109461,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26/05/2021 15:13:06,26.825,81.026
LUCKNOW,P26052110506,C1,PS1,PHONE,Dispute,For Parking,26/05/2021 16:22:46,26.839,81.001
LUCKNOW,P26052114838,C1,PS1,PHONE,Ndps Act Offenses,Iilegal Sale,26/05/2021 20:25:37,26.852,81.050
LUCKNOW,P26052115833,C1,PS1,PHONE,Theft,Other Location,26/05/2021 21:05:36,26.840,80.996
LUCKNOW,P26052115941,C1,PS1,PHONE,Female Sexual Harrassment,Teasing On Public Place,26/05/2021 21:08:57,26.841,81.000
LUCKNOW,P26052116905,C1,PS1,PHONE,Dispute,Dispute With Service Provider Or Vendor,26/05/2021 21:40:30,26.848,81.045
LUCKNOW,P26052119045,C1,PS1,PHONE,Dispute,Other Dispute,26/05/2021 23:02:49,26.840,81.027
LUCKNOW,P26052119845,C1,PS1,PHONE,Dispute,Other Dispute,26/05/2021 23:43:26,26.827,81.055
LUCKNOW,P27052103970,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,27/05/2021 09:12:29,26.845,81.046
LUCKNOW,P27052108463,C1,PS1,PHONE,Kidnap,Women Kidnap,27/05/2021 14:27:19,26.834,81.011
LUCKNOW,P27052109458,C1,PS1,PHONE,Threat In Person,Attack,27/05/2021 15:42:32,26.842,81.000
LUCKNOW,P27052111452,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,27/05/2021 18:05:25,26.838,81.062
LUCKNOW,P27052111923,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,27/05/2021 18:37:20,26.841,81.022
LUCKNOW,P27052112982,C1,PS1,PHONE,Dispute,Other Dispute,27/05/2021 19:39:58,26.829,81.046
LUCKNOW,P27052114624,C1,PS1,PHONE,Police Help Required By 108,Police Help Required By 108,27/05/2021 21:03:44,26.833,81.019
